,place_id,location_name,latitude,longitude,diesel,premium,regular
1137,11158,SERVICIOS SAN JUAN S.A. DE C.V.,-103.7537,19.24233,,22.39,20.29
1138,11159,"SERVICIO LOMAS DE CHALCO, S.A. DE C.V.",-98.87965,19.29044,,21.49,19.69
1139,11160,MARIO VIVAS IÑIGUEZ,-102.4532,20.36095,22.52,,21.29
1140,11161,Servicio Fapilo SA de CV,-103.5535,20.48743,21.99,22.99,20.84
1141,11162,"SERVICIO EL CHINO, S.A. DE C.V.",-104.5942,24.0728,21.14,22.89,20.54
1142,11163,COMBUSTIBLES ORO SA DE CV,-117.0503,32.33744,20.15,21.29,19.05
1143,11164,SERVICIO BOCA SA DE CV,-96.16934,19.21568,21.93,20.72,19.18
1144,11165,"SERVICIO EL RETACHE, SA DE CV  E10393",-99.00116,21.99266,22.89,22.74,21.13
1145,11166,COMBUSTIBLES PLATA SA DE CV,-116.9868,32.52148,,21.19,18.99
1146,11167,RUGA COMBUSTIBLES SA DE CV,-100.1883,25.6877,,21.99,19.9
1147,11168,TUGASOLINERA S.A. DE C.V.,-107.4642,24.80434,20.99,23.19,19.99
1148,11169,OPERADORA EL GUANTON S.A. DE C.V.,-101.4295,20.61111,21.99,21.99,21.99
1149,11170,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,-116.6078,31.84464,20.89,21.79,19.55
1150,11171,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,-116.6359,32.57262,20.89,20.99,18.99
1151,11172,COMBUSTIBLES Y LUBRICANTES MARIA LUISA SA DE CV,-89.60419,20.93675,,22.49,20.98
1152,11173,"GRUPO FERCHE, S.A. DE C.V.",-96.40954,19.68547,22.59,22.59,20.99
1153,11174,Grupo Ram Val S.A. de C.V.,-98.92041,19.58123,20.99,21.9,19.99
1154,11175,GASOLINERA LOS ANGELES DE HUEJOTZINGO SA DE CV,-98.39111,19.14678,21.55,22.09,19.34
1155,11176,"INDUSTRIAL TURISTICA ANCRA, S.A. DE C.V.",-100.4364,20.69956,21.19,22.29,19.99
1156,11177,ESTEFANIA PEREZ RUIZ,-99.0504,19.30034,22.19,22.99,21.59
1157,11178,VIRGINIA CONSTANZA MORENO VERA,-92.44588,16.5284,22.18,22.1,20.3
1158,11179,MULTISERVICIOS YAXCHILAN S.A DE C.V.,-91.99117,17.5025,21.29,20.19,19.19
1159,11180,"JEZAM COMBUSTIBLES, S.A. DE C.V.",-104.6518,24.02812,,22.45,19.96
1160,11181,Servicios Gonri S.A de C.V.,-101.5454,21.03051,21.69,22.59,20.59
1161,11182,"COMBUSTIBLES Y SERVICIOS QUINTANA ROO, S.A. DE C.V",-86.89822,20.85501,23.09,22.94,21.59
1162,11183,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.",-99.12545,19.40181,22.19,23.19,21.69
1163,11184,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,-92.7868,17.94933,21.99,21.99,20.49
1164,11185,"SERVICIO BEGONIA, S.A. DE C.V.",-99.00254,19.63653,,22.29,20.09
1165,11186,"SUPER SERVICIO DE LA HUASTECA, SA DE CV  E04137",-98.19193,22.04536,22.24,22.29,20.54
1166,11187,DISTRIBUIDORA DE COMBUSTIBLES MAZATL S.A. DE C.V.,-103.3807,20.63205,,21.99,19.15
1167,11188,SUPERSERVICIO JOSE LUIS S.A. DE C.V.,-102.4946,19.69528,22.85,22.99,21.75
1168,11189,Dinogas S.A de C.V.,-93.06299,16.73721,22.39,22.55,20.75
1169,11190,"SERVICIO NIÑOS HEROES, S.A. DE C.V.",-103.3628,20.66663,21.99,,20.55
1170,11191,ORIENTE DE ESPINAL SA DE CV ,-97.48745,20.27605,22.89,,21.35
1171,11192,SERVICIO SANTA ISABEL S.A. DE C.V. ,-101.1543,19.69937,,22.76,20.23
1172,11193,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.4693,20.57324,21.55,22.79,19.99
1173,11194,SOCIEDAD COOPERATIVA AGROP DE LA COM LAG SCL,-103.4032,25.53775,21.49,21.29,19.29
1174,11195,MULTISERVICIOS LA ESTACION S.A. DE C.V ,-101.2225,19.6933,20.15,21.83,18.89
1175,11196,MULTISERVICIOS DEL CRUCERO S.A. DE C.V. ,-101.2249,19.70517,20.15,22.11,19.41
1176,11197,SERVICIO LA GRIEGA S.A. DE C.V. (ES 11963),-100.2959,20.57001,20.75,22.53,19.55
1177,11198,SERVICIO REAL DE MORELIA S.A. DE C.V. ,-101.2014,19.72552,,22.05,19.3
1178,11199,"EXPRESS LOS BECOS, SA DE CV",-107.2715,24.63616,22.09,23.16,20.61
1179,11200,MULTISERVICIOS DEL PEDREGAL S.A. DE C.V. ,-101.2112,19.67308,,22.54,19.53
1180,11201,SERVICIO QUINCEO S.A. DE C.V. ,-101.2247,19.72538,20.49,22.22,19.48
1181,11202,"COMBUSTIBLES PENINSULARES DEL SURESTE, S.A. DE C.V.",-87.08785,20.62332,22.92,22.89,21.44
1182,11203,"MULTISERVICIOS SAN ANGEL S.A. DE C.V, ",-101.2046,19.67385,,22.54,19.63
1183,11204,PRESTADORA DE SERVICIOS DESEO SA DE CV,-99.20363,19.58133,22.34,23.26,21.24
1184,11205,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.8354,20.53064,21.55,22.25,20.39
1185,11206,SERVICIO PRINCIPAL S.A. DE C.V.,-101.2363,19.66154,20.99,22.81,19.95
1186,11207,SOCIEDAD COOPERATIVA AGROP DE LA COM LAG SCL,-103.4742,25.55692,21.49,21.29,19.29
1187,11208,MULTISERVICIOS DEL ORIENTE S.A. DE C.V ,-101.1779,19.71873,,21.69,19.2
1188,11209,ESTACION DE SERVICIO PLEYADES SA DE CV,-103.4124,20.64252,,23.29,20.99
1189,11325,MINIMERCADOS MEXICANOS S DE RL DE CV,-117.0498,32.32577,21.79,22.49,19.99
1190,11326,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-116.9304,32.54279,20.39,22.09,19.99
1191,11327,"LAS MEJORES ESTACIONES, S.A DE C.V",-99.1831,19.65907,20.99,22.07,19.75
1192,11328,"Estación de Carga Periférico Sur LM, S.A. de C.V.",-99.22291,19.36143,21.49,22.79,20.99
1193,11329,SERVICIO PANORAMICA SA DE CV,-101.2577,21.03161,21.88,22.98,20.85
1194,11330,"SUPER SERVICIO GRANJAS, S.A. ",-99.1731,19.49115,21.99,22.65,20.69
1195,11331,GASOLINERA BALLESTEROS IBARRA SA DE CV ES06227,-99.82352,25.18781,,23.48,21.88
1196,11332,SERVICIO GASOLINERO EL PRIMO S.A. DE C.V.,-104.6814,24.00451,21.98,22.3,20.84
1197,11333,GRUPO PROLGAS SA DE CV,-103.4353,20.63011,,21.69,19.39
1198,11334,"GPDC Estaciones de Servicio, S. A. DE C. V.",-99.11799,19.45798,,23.49,19.99
1199,11335,SUPER SERVICIO JIQUILPAN SA DE CV,-102.7176,20.00074,22.49,23,21.27
1200,11336,"Estación de Carga Periférico Sur LM, S.A. de C.V.",-99.19888,19.38359,,23.19,21.69
1201,11337,PAVIRO SA DE CV,-99.21371,19.33844,21.99,23.69,21.69
1202,11338,CONSORCIO SARI S.A. DE C.V.,-93.21741,18.2564,21.79,21.49,19.99
1203,11339,"SERVICIO BEGONIA, S.A. DE C.V.",-99.05642,19.50611,,22.85,20.65
1204,11340,GRUPO GASOLINERO ROMA S.A. DE C.V.,-93.11903,17.51852,21.89,22.29,20.48
1205,11341,SERVICIO EL AGUILA DEL NORTE SA DE CV,-100.5346,28.69392,20.21,17.71,15.71
1206,11342,CORPORATIVO DE COMBUSTIBLE DEL SURESTE SA DE CV ,-93.29439,16.76771,22.29,22.19,20.59
1207,11343,IMPULSORA COMERCIAL OCOZOCOAUTLA SA DE CV ,-93.38129,16.75753,22.49,22.39,20.79
1208,11344,GRUPO EMPRESARIAL OCOZOCOAUTLA SA DE CV ,-93.32938,16.75694,22.29,22.19,20.59
1209,11345,OPERADORA GALMA S.A. DE C.V.,-100.5238,28.69213,20.45,18.49,15.99
1210,11346,"BajaCactus Servicios Turísticos, S.A. de C.V.",-115.7258,30.0602,22.95,22.9,21.45
1211,11347,"COMBUSTIBLES Y LUBRICANTES DE LA VEINTISEIS, S.A. DE C.V.",-91.83796,18.64749,22.49,22.49,20.79
1212,11348,MULTISERVICIOS ESPECIALIZADOS OCOZOCOAUTLA SA CV,-92.23011,15.37474,21.85,21.75,20.23
1213,11349,"GASOLINERA EL GANADERO, S.A. DE C.V. ",-110.3254,24.13107,,23.7,22.3
1214,11350,"GASOLINERA EL GANADERO, S.A. DE C.V. ",-110.3171,24.13963,21.85,23.7,22.3
1215,11351,"DIAZ GAS, S.A. DE C.V.",-106.4767,31.67629,20.64,17.92,15.64
1216,11352,"DIAZ GAS, S.A. DE C.V.",-106.3824,31.59713,20.64,17.92,15.64
1217,11353,"SERVICIOS EXPRESS GUPA, S.A. DE C.V.",-107.3562,24.75106,19.19,19.7,19.19
1218,11354,AUTO SERVICIO TREJO SA DE CV,-103.7735,21.81635,22.2,22.6,20.95
1219,11355,YLIGARZA S.A. DE C.V.,-100.2647,25.77071,,22.55,20.45
1220,11356,SUPER SERVICIO ABY SA DE CV,-107.695,24.75563,19.99,22.95,19.99
1221,11357,ECOGAS NUEVO TERAN SA DE CV,-93.17366,16.71996,22.29,22.49,20.83
1222,11358,ENERGETICOS DE TAMAZUNCHALE S.A. DE C.V.,-98.75262,21.25004,22.98,23.01,21.56
1223,11359,GASOLINERA EL JOBO SA DE CV.,-93.10823,16.6973,22.25,22.53,20.83
1224,11360,SUPER SERVICIO ABY SA DE CV,-106.4312,23.93204,21.9,22.29,20.8
1225,11361,"SERVICIOS MGM, S.A. DE C.V.",-91.99814,15.70463,22.54,22.69,20.91
1226,11362,MULTISERVICIO TAMAZUNCHALE S.A. DE C.V.,-98.80241,21.2576,22.98,23.01,21.56
1227,11363,"COMBUSTIBLES, LUBRICANTES Y SERVICIO YUCALPETEN SA",-89.70094,21.27539,,,
1228,11364,GASOLINERA LA LINEA SA DE CV,-92.24305,15.36959,22.61,22.76,20.99
1229,11365,ARTURO JESUS RIVERA LOPEZ,-99.90763,19.83158,21.89,22.7,20.6
1230,11366,SERVICIO ACOSTA S.A. DE C.V.,-98.78646,21.26046,22.98,23.01,21.56
1231,11367,"ENERGETICOS DE VALLES, S.A. DE C.V. ",-99.01095,21.9984,22.89,22.75,21.15
1232,11368,SERVIGAS BROCA S.A. DE C.V.,-111.3909,28.56849,23.1,,21.6
1233,11369,"COMBUSTIBLES, LUBRICANTES Y SERVICIO YUCALPETEN SA",-89.70383,21.27276,,,
1234,11370,SERVICIO IZAMAL SA DE CV,-89.02056,20.93346,22.54,,20.99
1235,11371,GASOLINERA LA LINEA SA DE CV,-92.00428,15.68327,22.46,22.59,20.86
1236,11372,"ENERGETICOS DE LA HUASTECA, S.A. DE C.V. ",-99.00449,21.97791,22.89,22.75,21.15
1237,11373,GASOLINERA LA LINEA SA DE CV,-92.04084,15.68581,22.46,22.59,20.84
1238,11374,COMBUSTIBLES Y REFINADOS JARDINES SA DE CV,-99.17805,17.59987,23.19,23.39,21.99
1239,11375,SERVICIOS FRONTERA SUR SA DE CV.,-92.30694,15.66361,22.43,22.59,20.88
1240,11376,"ENERGETICOS EL INGENIO, S.A. DE C.V. ",-99.03283,22.00731,22.89,22.75,21.15
1241,11377,MANUEL MARTINEZ MARQUEZ,-105.4395,28.38552,22.19,,20.5
1242,11378,SERVICIOS VAL-KAR S.A DE C.V ,-109.9432,27.48315,20.69,22.15,19.35
1243,11379,ESTACION DE SERVICIO LAS FLORES SA DE CV,-108.892,25.97002,22.3,23.66,21.67
1244,11380,GUILLERMO MARTINEZ MARQUEZ,-105.6214,28.39145,21.79,,20.29
1245,11381,Gasolinera Allas SA de CV,-98.19596,18.98086,,21.45,19.74
1246,11382,"GPDC Estaciones de Servicio, S. A. DE C. V.",-98.22421,18.99373,,19.4,18.6
1247,11383,HERMILA ASCENCIO RUEDA,-101.1843,20.56469,20.99,22.09,20.09
1248,11384,"PETRO SERVICIOS DE OCCIDENTE, S. A. DE C. V.",-103.3401,20.49921,21.35,22.35,19.99
1249,11385,MARGARITA SOLIS MUÑIZ,-106.0024,28.68087,20.38,21.89,19.39
1250,11386,SERVICIOS LA VIRGEN SA DE CV,-100.0988,20.46232,21.29,21.85,19.95
1251,11387,AUTOSERVICIO QUERETANO S.A. DE C.V.,-100.3441,20.65376,21.09,22.63,19.94
1252,11388,Servicio Villanueva S.A. de C.V.,-102.8845,22.36256,21.79,22.99,20.99
1253,11389,"CARBURANTES EL CARRIZO, S.A. DE C.V. ",-99.55907,27.51252,,17.85,15.3
1254,11390,SERVICIO RG SA DE CV,-106.143,28.72277,21.3,21.99,20.85
1255,11391,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",-116.8113,32.46336,20.4,21.99,18.45
1256,11392,"OPERADORA ADCLA, S.A. DE C.V.",-99.27259,19.54499,22.19,22.89,20.59
1257,11393,GASOLINERA LAS TRUCHAS SA DE CV,-102.2159,17.95762,20.99,21.36,18.98
1258,11394,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.4155,20.64242,21.39,22.38,20.08
1259,11395,Combustibles Platanito SA de CV,-103.2458,20.44519,21.49,22.49,20.49
1260,11396,GASOIL TECNOLOGIAS SAPI DE CV,-97.30963,19.80131,22.79,17.6,20.59
1261,11397,GASOIL TECNOLOGIAS SAPI DE CV,-96.18413,19.21491,22.69,21.89,19.79
1262,11398,ICVER SA DE CV,-96.99704,18.90649,22.59,22.49,20.49
1263,11399,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-92.2475,14.90402,,21.39,20.09
1264,11400,"SERVICIO PEDREGAL DEL GOLFO, S.A. DE C.V.",-93.50216,17.62291,22.79,22.99,22.15
1265,11401,"ESTACIONES GARE, SA DE CV",-98.1106,25.98728,,,12
1266,11402,MARTHA PATRICIA VARGAS VEGA,-101.0561,20.37656,21.89,22.89,20.69
1267,11403,"HOYO TRES, S.A. DE C.V.",-87.34275,20.35971,22.6,22.25,21.15
1268,11404,MARIA GABRIELA VARGAS VEGA,0,0,,,
1269,11405,servicios diversos del centro SA de CV,-100.8037,20.54821,21.23,21.41,19.97
1270,11406,"PRONTOGAS, S.A. DE C.V.",0,0,,,
1271,11407,"Super Servicio Chignautla, S.A. de C.V.",-97.38714,19.8121,21.5,21.8,20.2
1272,11408,"GRUPO OCTANO, S.A. DE C.V.",-103.4212,19.53052,22.09,22.64,21.29
1273,11409,"GRUPO OCTANO, S.A. DE C.V.",-103.3895,19.55496,22.09,22.64,21.29
1274,11410,"SERVICIO STA EUGENIA, S.A. DE C.V.",-101.3011,19.68798,20.97,21.85,19.92
1275,11411,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-99.5336,27.42132,20.69,17.98,15.39
1276,11412,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.2139,25.69357,21.89,23.69,20.99
1277,11413,SERVICIO MONTAÑAS DEL SUR S.A DE C.V. ,-99.16317,17.59403,23.92,23.87,22.56
1278,11414,SERVICIO MONTAÑAS DEL SUR S.A DE C.V. ,-99.17475,17.60546,,23.87,22.56
1279,11415,SERVICIO MONTAÑAS DEL SUR S.A DE C.V. ,-99.63666,16.78118,23.35,23.31,21.79
1280,11416,SERVICIOS GASOLINEROS SAN CARLOS SA DE CV,-99.1945,18.95421,21.57,21.79,19.99
1281,11417,SINERGIA DE ENERGETICOS S.A. DE C.V. ,-98.27732,19.10791,21.79,22.49,20.29
1282,11418,"ESTACION DE SERVICIOS EL CAPITAN, SA DE CV ",-115.1896,32.35653,,,19.69
1283,11419,"ESTACIONES MEXSON, S.A. DE C.V.",-115.4627,32.60983,,20.99,18.99
1284,11420,"ESTACIÓN DE SERVICIOS LA MIXTEQUILLA, S.A. DE C.V.",-95.98717,18.72145,20.99,20.99,19.8
1285,11421,JORGE GUTIERREZ JIMENEZ,-98.5238,19.9736,21.55,21.55,19.77
1286,11422,AUTO GAS DE MONCLOVA SA DE CV,-101.421,26.90775,,22.35,21.25
1287,11423,SALVADOR TANOS KURI,-97.79624,25.66648,20.97,19.47,18.97
1288,11424,DANAE ALCESTES LAVINIA CORDOVA MORAN,-98.55925,17.80547,22.6,22.95,20.99
1289,11425,"ESTACION DE SERVICIOS EL CAPITAN, SA DE CV ",-114.8504,32.63555,20.89,,18.99
1290,11426,MIGUEL ANGEL TERAN PARRA,-111.1136,30.54536,19.56,24.59,22.09
1291,11427,JOSE BENJAMIN FRAGOSO LUNA,-94.68028,18.02826,21.1,21.8,19.75
1292,11428,"MAYRA Y GISSEL, S.A. DE C.V.",-98.73369,18.88581,21.99,22.19,20.89
1293,11429,Servicio San Jose Kuche SA de CV,-89.53171,21.0577,22.44,22.39,20.89
1294,11430,GAS NUEVO MILENIO S.A. DE C.V.,-100.1944,25.50908,,23.79,21.93
1295,11431,EDARSI S.A. de C.V.,-97.77251,21.79868,22.19,21.89,20.45
1296,11432,NANCY MARTINEZ GONZALEZ,-96.97816,19.39169,22.3,22.5,20.95
1297,11433,SERVICIO SAN SALVADOR SA DE CV,-98.51459,19.26545,21.45,,20.05
1298,11434,"SESGAS, S.A. DE C.V. ",-97.02035,19.0257,21.99,22.19,20.79
1299,11435,ES SAN GABRIEL S.A. DE C.V.,-99.5657,27.46814,20.55,17.75,15.24
1300,11436,"HORIZONTE ENERGETICO, S.A. DE C.V.",-98.97215,18.79492,19.45,18.36,17.96
1301,11437,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.1807,20.12552,21.99,22.49,20.49
1302,11438,SERVI BENZIN SA DE CV,-96.47381,15.73297,23.3,23.5,21.65
1303,11439,"COMBUSTIBLES DE CHALCO, S.A. DE C.V.",-98.89622,19.26069,18.79,,
1304,11440,SERVICIO CERANO SA DE CV,-101.3723,20.12178,21.59,21.69,20.49
1305,11441,SERVICIO TOPIA SA DE CV,-106.5721,25.21429,23.55,,22.85
1306,11442,"SERVICIO PAR VIAL, S.A. DE C.V.",-99.1847,18.88836,21.5,22,19.95
1307,11443,SERVICIO GLORIETA SAN FERNANDO S.A. DE C.V.,-89.61961,20.9881,,20.99,19.99
1308,11444,"OPERADORA DE COMBUSTIBLE XOLOX, S.A DE C.V.",-98.99641,19.77316,21.72,22.51,19.97
1309,11445,"""SERVICIO GUIPOLLALI SA DE CV""",-99.64202,18.96653,,22.95,20.8
1310,11446,"GRUPO ALDAMA, S.A. DE C.V.",-103.4406,24.28553,22.28,22.89,20.99
1311,11447,CARLOS MORALES PEREZ,-103.3971,24.28975,22.28,22.89,20.99
1312,11448,CARLOS MORALES PEREZ,-103.7059,24.86854,22.39,22.99,20.99
1313,11449,KEYAPAAL SA DE CV,-103.9706,18.93461,21.69,21.98,19.45
1314,11450,SERVICIO SYC SA DE CV,-105.4713,28.20065,21.79,21.99,19.89
1315,11451,"PETROLEOS Y COMBUSTIBLES DEL CABO, SA. DE CV.",-109.7089,23.09428,22.1,23.7,22.3
1316,11452,SERVIECOLOGICOS SA DE CV,-103.1901,20.40594,22.07,22.99,20.78
1317,11453,"PETROLEOS Y COMBUSTIBLES DEL CABO, SA. DE CV.",-109.7094,23.06148,22.09,22.79,21.69
1318,11454,"ESTACION LA VICTORIA, S.A. DE C.V.",-115.4357,32.60459,21.19,20.39,18.54
1319,11455,ESTACION DE SERVICIO JILOTZINGO S.A. DE C.V.,-99.04546,19.86676,21.35,21.95,20.19
1320,11456,QUMAR GASOLINERA S.A. DE C.V.,-99.23881,19.9142,21.59,22.29,20.27
1321,11457,SERVICIO YAGUES S DE RL ,-117.0507,32.53447,,21.79,18.75
1322,11458,"YUYO COMERCIAL, S.A. DE C.V.",-93.18099,18.06138,,17.43,18.46
1323,11459,MANUEL FRANCISCO TORRES NAVARRO,-103.8827,23.47933,21.89,,20.69
1324,11460,"ESTACIÓN HUEXOTITLA, S. DE R.L. DE C.V.",-98.22366,19.03144,,21.95,19.69
1325,11461,"GASOLNAT, S.A. DE C.V.",-98.15479,19.05175,21.35,21.89,19.65
1326,11462,"SERVICIO LAS CUPULAS, S.A. DE C.V.",-98.35149,19.21002,21.55,21.95,19.89
1327,11463,"RZ CAPITAL, S.A. DE C.V.",-98.23562,19.05941,20.95,22.05,19.95
1328,11464,"PUEBLA AVANZA, S. DE R.L. DE C.V.",-98.3619,19.21996,21.49,21.95,19.89
1329,11465,"Mas Gas de Apodaca, S.A. de C.V.",-100.2314,25.74438,19.17,18.5,18
1330,11466,JOSE LUIS SANCHEZ RODRIGUEZ,-99.003,18.62763,21.79,22.3,20.67
1331,11467,El nuevo servicio prolongación reforma S.A. de C.V,-98.22738,19.06035,20.37,21.37,19.77
1332,11468,OPERADORA INTERGASOLINERAS SA DE CV,-99.60115,19.26405,19.99,19.89,19.89
1333,11469,OPERADORA INTERGASOLINERAS SA DE CV,-99.18304,19.73519,21.59,21.59,19.69
1334,11470,OPERADORA INTERGASOLINERAS SA DE CV,-99.53442,19.30093,21.39,22.79,19.69
1335,11471,HERSAN CORPORATIVO SA DE CV,-115.4111,32.62451,,20.78,18.88
1336,11472,FRANCISCO CARRANZA FAMANIA,-108.331,25.54686,22.2,24,21
1337,11473,RAMON HERNANDEZ ANGEL,-102.5791,20.67326,22.71,23.8,21.53
1338,11474,HERSAN CORPORATIVO SA DE CV,-115.4344,32.63439,,20.84,18.98
1339,11475,HERSAN CORPORATIVO SA DE CV,-115.5017,32.61306,,20.78,18.66
1340,11476,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,-99.17435,19.41792,,23.19,20.69
1341,11477,SERVICIO SAN PEDRO DE LOS SAUCES S.A. DE C.V.,-101.1326,19.77545,21.9,21.9,19.9
1342,11478,"AUTO SERVICIO CASA MAGNA, S.A. DE C.V.",-115.476,32.59078,,21.39,18.99
1343,11479,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,-99.15044,19.45354,,,20.29
1344,11480,"AUTO SERVICIO CASA MAGNA, S.A. DE C.V.",-115.3268,32.61385,20.89,20.99,18.99
1345,11481,RAMIRO JIMENEZ CASTRO,-100.993,19.99666,21.1,,20.29
1346,11482,ESTACION DE SERVICIO PYOTR SA DE CV,-103.4754,20.53395,20.99,22.39,20.49
1347,11483,"GAS COMPANY, S.A DE C.V.",-97.72188,19.00189,21.09,21.89,19.79
1348,11484,ESTACION DE SERVICIO MARINA GUAYMENSE S.A. DE C.V.,-110.869,27.87804,,,
1349,11485,"GAS COMPANY, S.A DE C.V.",-97.7244,18.9995,21.09,21.89,19.79
1350,11486,SUPER SERVICIO RIO BRAVO SA DE CV,-98.34766,26.06431,,19.27,16.69
1351,11487,SERVICIOS MERARID S.A DE C.V.,-108.0755,25.46009,21.89,23.59,20.19
1352,11488,SERVICIO TECHALUTA SA DE CV,-103.5536,20.04685,22.1,23.45,20.8
1353,11489,ESTACION DE SERVICIO GALERIAS SA DE CV,-103.4317,20.66939,,22.44,19.99
1354,11490,GRUPO GASDE SA DE CV,-105.6243,28.38186,21.89,22.59,19.99
1355,11491,OPERADORA AVIACION SA DE CV,-103.4511,20.73067,,22.72,19.75
1356,11492,RIGUERO MACIAS Y SOCIOS SA DE CV,-104.881,21.49262,,22.99,20.99
1357,11493,CENTRAL SAN AGUSTIN SA DE CV,-103.4635,20.55863,20.84,22.34,19.89
1358,11494,EUGENIO ALVAREZ GARCIA,-101.2704,19.98736,18.79,,
1359,11495,ESTACION DE SERVICIO OMEGA SA DE CV,-103.4383,20.57107,,21.99,19.19
1360,11496,LA CANTERA GASO SA DE CV,-104.8307,21.49209,21.99,22.99,20.99
1361,11497,ESTACION GUADALUPE SA DE CV,-103.4199,20.66318,,20.99,19.19
1362,11498,ESTACION DE SERVICIOS TALA SA DE CV,-103.6883,20.70321,21.25,,19.49
1363,11499,COMBUSTIBLE TLAJOMULCO SA DE C V,-103.3769,20.52955,20.69,,19.39
1364,11500,JORGE ANTONIO ZARAGOZA MARTINEZ,-97.32636,20.44931,,,
1365,11501,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,-99.12649,19.46518,,23.19,20.69
1366,11502,NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,-99.16473,19.43035,,23.09,21.49
1367,11503,SERVICO PASO DEL MACHO S.A DE C.V,-96.72746,18.97709,21.48,21.2,19.86
1368,11504,SERVICIO HIPERGAS SA DE CV,-102.3777,20.70661,21.47,22,20.2
1369,11505,SUPER GAS DE POTRERO S.A DE C. V,-96.80165,18.8906,21.28,21.78,19.89
1370,11506,"OPERADORA RIVERA SACRA, S.A. de C.V.",-100.4189,20.61093,21.39,22.09,18.99
1371,11507,GASERVICIOS SAN DIEGO SA DE CV,-103.4071,20.42978,21.2,21.95,19.05
1372,11508,RICARDO ESQUIVEL CASTAÑEDA,-97.69262,19.99243,22.4,,20.7
1373,11509,RICARDO ESQUIVEL CASTAÑEDA,-105.1491,21.87197,22.45,22.8,20.75
1374,11510,Lubricantes y Combustibles de la Costa SA de CV,-103.5889,18.52734,23,,21.99
1375,11511,"SERVICIOS RANCHEZ, SA DE CV",-107.3782,24.44258,21.85,,20.2
1376,11512,SERVICIO ROHEL SA DE CV,-103.1302,20.39214,22.99,23.29,22.69
1377,11513,Gasolineria el rosario S.A. de C.V.,-99.14349,19.91947,21.63,21.99,20.26
1378,11514,GRUPO GASOLINERO CARAVI SA DE CV,-98.43867,26.02867,21.69,19.27,16.69
1379,11515,RAMIRO ALFREDO GONZALEZ RAMIREZ,0,0,,,
1380,11516,GRUPO GASOLINERO CARAVI SA DE CV,-107.9289,25.47876,21.99,22.34,20.32
1381,11517,"INTERAMERICANA DE GAS, S.A. DE C.V.",0,0,,,
1382,11518,HIDROCARBUROS HIDALGO SA DE CV,-98.75043,20.1059,,21.64,19.89
1383,11519,"MULTISERVICIOS TAMEHI, S.A. DE C.V.",-101.5698,19.63035,20.39,21.19,19.69
1384,11520,"Gasolina y Diesel de Occidente, S.A. de C. V.",-103.3906,20.72808,,22.99,21.49
1385,11521,UNIGAS DEL PAPALOAPAN SA DE CV,-96.35363,18.45216,22.89,22.99,21.69
1386,11522,MIGUEL CASTAÑEDA ESPARZA,-101.9938,22.47896,20.5,,21.45
1387,11523,"Gasolina y Diesel de Occidente, S.A. de C. V.",-103.4536,20.4778,22.49,22.99,21.49
1388,11524,ANA MARIA VALENZUELA MERCADO,-100.187,19.79341,22.99,23.55,20.99
1389,11525,JOSE LUIS CANTELI FUENTE,-98.89006,19.47704,21.59,22.21,20.19
1390,11526,GABRIELA ANDREA FARFAN VELAZQUEZ,-101.6507,19.40072,23.05,21.76,21.35
1391,11527,MARIA SOCORRO ORTEGA HERNANDEZ,-101.7656,19.49922,19.75,20.11,19
1392,11528,MARIBEL AVILA CANO,-98.7988,20.0343,,19.79,18.39
1393,11529,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-86.876,20.91282,22.65,22.99,21.09
1394,11530,Gasolinera la Piedra S.A. de C.V.,-92.38574,15.29961,22.08,21.98,20.66
1395,11531,Gasolinera la Piedra S.A. de C.V.,-92.24186,15.36755,22.15,22.05,20.53
1396,11532,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-99.57624,19.27095,21.79,22.55,20.15
1397,11533,HUMBERTO FLORES JIMENEZ,-100.2723,18.36599,23.7,23.7,22.2
1398,11534,GASOLINAS Y LUBRICANTES ALSEGA SA DE CV,-106.4121,31.69925,,,
1399,11535,HUMBERTO FLORES JIMENEZ,-100.2816,18.31678,,23.65,22.15
1400,11536,Gasolinera Niquivil S.A. de C.V.,-92.21568,15.26244,17.18,,19.6
